ts_code,trade_date,pb,pb1220
000001.SH,20190220,1.36,1.63
000001.SH,20190221,1.36,1.63
000001.SH,20190222,1.38,1.63
000001.SH,20190225,1.46,1.63
000001.SH,20190226,1.45,1.63
000001.SH,20190227,1.46,1.63
000001.SH,20190228,1.45,1.63
000001.SH,20190301,1.48,1.63
000001.SH,20190304,1.49,1.63
000001.SH,20190305,1.5,1.63
000001.SH,20190306,1.53,1.63
000001.SH,20190307,1.52,1.63
000001.SH,20190308,1.46,1.63
000001.SH,20190311,1.48,1.63
000001.SH,20190312,1.5,1.63
000001.SH,20190313,1.48,1.63
000001.SH,20190314,1.47,1.63
000001.SH,20190315,1.48,1.63
000001.SH,20190318,1.52,1.63
000001.SH,20190319,1.51,1.63
000001.SH,20190320,1.51,1.63
000001.SH,20190321,1.52,1.63
000001.SH,20190322,1.52,1.63
000001.SH,20190325,1.49,1.63
000001.SH,20190326,1.47,1.63
000001.SH,20190327,1.48,1.63
000001.SH,20190328,1.46,1.63
000001.SH,20190329,1.5,1.63
000001.SH,20190401,1.54,1.63
000001.SH,20190402,1.54,1.63
000001.SH,20190403,1.56,1.63
000001.SH,20190404,1.57,1.63
000001.SH,20190408,1.57,1.63
000001.SH,20190409,1.57,1.63
000001.SH,20190410,1.57,1.63
000001.SH,20190411,1.55,1.64
000001.SH,20190412,1.54,1.64
000001.SH,20190415,1.54,1.64
000001.SH,20190416,1.58,1.64
000001.SH,20190417,1.59,1.64
000001.SH,20190418,1.58,1.64
000001.SH,20190419,1.59,1.64
000001.SH,20190422,1.56,1.64
000001.SH,20190423,1.55,1.64
000001.SH,20190424,1.55,1.64
000001.SH,20190425,1.51,1.64
000001.SH,20190426,1.49,1.64
000001.SH,20190429,1.48,1.64
000001.SH,20190430,1.46,1.64
000001.SH,20190506,1.38,1.64
000001.SH,20190507,1.39,1.64
000001.SH,20190508,1.37,1.64
000001.SH,20190509,1.35,1.64
000001.SH,20190510,1.39,1.64
000001.SH,20190513,1.37,1.64
000001.SH,20190514,1.36,1.64
000001.SH,20190515,1.39,1.64
000001.SH,20190516,1.4,1.64
000001.SH,20190517,1.36,1.64
000001.SH,20190520,1.36,1.64
000001.SH,20190521,1.38,1.64
000001.SH,20190522,1.37,1.64
000001.SH,20190523,1.35,1.64
000001.SH,20190524,1.35,1.64
000001.SH,20190527,1.37,1.64
000001.SH,20190528,1.38,1.64
000001.SH,20190529,1.38,1.64
000001.SH,20190530,1.38,1.64
000001.SH,20190531,1.38,1.64
000001.SH,20190603,1.38,1.64
000001.SH,20190604,1.36,1.64
000001.SH,20190605,1.37,1.64
000001.SH,20190606,1.35,1.64
000001.SH,20190610,1.36,1.64
000001.SH,20190611,1.4,1.64
000001.SH,20190612,1.39,1.64
000001.SH,20190613,1.39,1.64
000001.SH,20190614,1.38,1.64
000001.SH,20190617,1.38,1.64
000001.SH,20190618,1.38,1.64
000001.SH,20190619,1.4,1.64
000001.SH,20190620,1.44,1.64
000001.SH,20190621,1.44,1.64
000001.SH,20190624,1.45,1.64
000001.SH,20190625,1.43,1.64
000001.SH,20190626,1.43,1.64
000001.SH,20190627,1.44,1.64
000001.SH,20190628,1.44,1.64
000001.SH,20190701,1.47,1.64
000001.SH,20190702,1.47,1.64
000001.SH,20190703,1.46,1.64
000001.SH,20190704,1.45,1.64
000001.SH,20190705,1.46,1.64
000001.SH,20190708,1.42,1.64
000001.SH,20190709,1.42,1.64
000001.SH,20190710,1.41,1.64
000001.SH,20190711,1.42,1.64
000001.SH,20190712,1.43,1.64
000001.SH,20190715,1.43,1.64
000001.SH,20190716,1.43,1.64
000001.SH,20190717,1.43,1.64
000001.SH,20190718,1.41,1.64
000001.SH,20190719,1.43,1.64
000001.SH,20190722,1.41,1.64
000001.SH,20190723,1.41,1.64
000001.SH,20190724,1.43,1.64
000001.SH,20190725,1.43,1.65
000001.SH,20190726,1.43,1.65
000001.SH,20190729,1.43,1.65
000001.SH,20190730,1.44,1.65
000001.SH,20190731,1.43,1.65
000001.SH,20190801,1.42,1.65
000001.SH,20190802,1.4,1.65
000001.SH,20190805,1.37,1.65
000001.SH,20190806,1.35,1.65
000001.SH,20190807,1.35,1.65
000001.SH,20190808,1.36,1.65
000001.SH,20190809,1.35,1.65
000001.SH,20190812,1.37,1.65
000001.SH,20190813,1.36,1.65
000001.SH,20190814,1.37,1.65
000001.SH,20190815,1.37,1.65
000001.SH,20190816,1.37,1.65
000001.SH,20190819,1.4,1.65
000001.SH,20190820,1.4,1.65
000001.SH,20190821,1.4,1.65
000001.SH,20190822,1.4,1.65
000001.SH,20190823,1.4,1.65
000001.SH,20190826,1.38,1.65
000001.SH,20190827,1.4,1.65
000001.SH,20190828,1.4,1.65
000001.SH,20190829,1.39,1.65
000001.SH,20190830,1.39,1.65
000001.SH,20190902,1.41,1.65
000001.SH,20190903,1.41,1.65
000001.SH,20190904,1.42,1.65
000001.SH,20190905,1.44,1.65
000001.SH,20190906,1.44,1.65
000001.SH,20190909,1.45,1.65
000001.SH,20190910,1.45,1.65
000001.SH,20190911,1.45,1.65
000001.SH,20190912,1.46,1.65
000001.SH,20190916,1.46,1.65
000001.SH,20190917,1.43,1.65
000001.SH,20190918,1.44,1.65
000001.SH,20190919,1.44,1.65
000001.SH,20190920,1.45,1.65
000001.SH,20190923,1.43,1.65
000001.SH,20190924,1.44,1.65
000001.SH,20190925,1.42,1.65
000001.SH,20190926,1.41,1.65
000001.SH,20190927,1.41,1.65
000001.SH,20190930,1.4,1.65
000001.SH,20191008,1.41,1.65
000001.SH,20191009,1.41,1.65
000001.SH,20191010,1.42,1.65
000001.SH,20191011,1.43,1.65
000001.SH,20191014,1.45,1.65
000001.SH,20191015,1.44,1.65
000001.SH,20191016,1.44,1.65
000001.SH,20191017,1.44,1.65
